question_id,question_index,question,option_a,option_b,option_c,option_d,correct_answer,predicted_answer,is_correct,raw_response,timestamp,subject
431cd080-eae1-4b26-a7d5-42475e01fcd3,1165,Stimulated saliva as compared to unstimulated saliva has more,Bicarbonate,Cl,Na,H,A,A,1,A,2025-06-08T09:33:51.189286,Dental
8ad9acc0-4de3-4d82-86a4-7d8ccfdb8c68,1166,Periapical bone resorption occurs due to:,IL-1 alpha,TNF alpha,Both,None,C,C,1,C,2025-06-08T09:33:52.701839,Dental
33612c6f-321a-4b2a-b65e-a1f667212dbd,1167,Estimate the dental age from the radiograph:,5 years,10 years,15 years,25 years,C,B,0,B,2025-06-08T09:33:54.182836,Dental
5d786de9-1f31-4d77-9ef6-9bfefa3f86ba,1168,What should be the position of child during asthmatic attack:,Supine,Semi erect,Erect,Trendelenburg,B,B,1,B,2025-06-08T09:33:55.982037,Dental
ffd36d27-2c76-4434-ab87-dadd41f0a432,1169,"If a patient has gingival recession, how far should the gutta percha be trimmed back before sealing the coronat area?",1 mm below the level of the recession,1 mm below the ACJ,1 mm below the canal opening,1 mm below the roof of pulpal chamber,A,C,0,C,2025-06-08T09:33:57.303678,Dental
6f147b96-99ba-4024-ac6a-40961b04ce95,1170,Which of the following orthodontic wire has least modulus of elasticity?,NiTi,Beta titanium,Stainless steel,Co-Cr-Ni,A,A,1,A,2025-06-08T09:33:59.110153,Dental
17a969b4-c49d-4a8f-983c-e4283f0f8873,1171,"About acid etching of dentin all are true, except:",It removes smear layer,It expose collagen,It opens dentinal tubules,It increase surface tension,D,D,1,D,2025-06-08T09:34:01.301416,Dental
95f4dac5-4c51-49d9-9654-f620c04909db,1172,Which of the following instruments are more efficient?,Stainless steel,Carbon steel,Both have equal efficacy,None,B,A,0,A,2025-06-08T09:34:02.864917,Dental
595b0c16-d612-4873-b98a-fc848c527b77,1173,Treatment of acute herpetic gingivostomatitis include :,Corticosteroids to reduce inflammation,Penicillin,Local antibiotic application,None of the above,D,D,1,D,2025-06-08T09:34:04.373072,Dental
6fc6f438-00bc-4695-8aa8-e6c3f85e75a3,1174,Which of the following organisms is NOT implicated in  the etiology of Periodontal disease,Bacteroides,Wolinella,Neisseria,Eikenella,C,C,1,C,2025-06-08T09:34:06.038939,Dental
309b2357-11a3-4193-ac6c-4ead19255369,1175,"Migration of odontoblasts into dentinal tubules 
occurs during  __________ :",Cavity preparation,Dehydration,Water irrigation,None of the above,A,D,0,D,2025-06-08T09:34:07.762454,Dental
c50595f4-3310-4c33-840e-2e06dbf4ea50,1176,"A patient complains of sensitivity in a Mandibular premolar. A well condensed class V amalgam restoration was placed in that tooth 5 months ago, with no discomfort for the first 4 months. Since then it has become increasingly sensitive. The problem probably relates to:",Marginal leakage,Fractured restoration,Irreversible pulpal damage,Tooth brush abrasion,C,A,0,A,2025-06-08T09:34:09.406558,Dental
2b610c47-4d3f-4782-8145-c2e50c7245a1,1177,The function of reciprocal clasp arm is:,a)	To balance the denture,b)	To act as a direct retainer,c)	To counteract the movement of denture which is caused during engagement of retentive arm,d)	None of the above,C,C,1,C,2025-06-08T09:34:10.927693,Dental
5344a6b5-cfa1-47bf-8849-18ea7c196869,1178,Vulcanization refers to the setting of:,Reversible hydrocolloid,Mercaptan impression material,Zinc phosphate cement,Zinc oxide-eugenol,B,C,0,C,2025-06-08T09:34:12.977638,Dental
6652ddbc-f88b-49aa-b52e-30e4dcd494d1,1179,Which tooth is known as enigma to endodontist,Mandibular canine,Maxillary 1st premolar,Mandibular 2nd premolar,Mandibular 1st premolar,D,B,0,B,2025-06-08T09:34:15.099305,Dental
679dec48-39e2-45bc-b611-e2bd310c0e1b,1180,Which surface of tooth has most of plaque?,Gingival third of tooth surface,Incisal one third of tooth surface,Middle third of tooth surface,Uniform on all surfaces,A,A,1,A,2025-06-08T09:34:16.900245,Dental
6c1a820b-b2ce-45b2-b108-674af47b4295,1181,In which tooth all the 8 types of Vertucci seen,1st maxillary premolar,2nd maxillary premolar,1st mandibular premolar,2nd mandibular premolar,B,A,0,A,2025-06-08T09:34:18.507594,Dental
395cde29-36a5-4b1c-9f8f-29b3789df66a,1182,Force generated by 90° rotation of finger spring in pendulum appliance with distalisation:,75 gms,125 gms,150 gms,200 gms,D,B,0,B,2025-06-08T09:34:20.043929,Dental
84a79749-92ff-44da-bc49-219a0bd4485d,1183,All of the following are true about bacteriocin except:,It has no role in adherence of plaque to the tooth surface,It can be used in therapy of dental caries,It is a protein,It enhances the growth of other bacteria,D,A,0,A,2025-06-08T09:34:21.883529,Dental
8c67c232-57e3-4254-a515-5c5ad524769e,1184,Advantage of wide palatal bar over narrow bar is:,Less discomfort,Less bulk,More tough,More tissue coverage (area of basal seat),B,D,0,D,2025-06-08T09:34:23.315834,Dental
abca2f84-074e-46e8-9932-d9123850b023,1185,A suitable fixative for a routine biopsy specimen is,10% formalin,40% formalin,20% formalin,10% alcohol,A,A,1,A,2025-06-08T09:34:24.959050,Dental
b661d40b-bff0-4b37-995e-287d554d9292,1186,A 8-years-old patient comes to you with malocclusion what will be your line of treatment:,Wait and watch till canine erupts,Extraction a and orthodontic treatment,Serial extraction,Immediate intervention with removal appliance,A,C,0,C,2025-06-08T09:34:26.592759,Dental
852daded-7198-4d4a-94df-f3bc1ab8938c,1187,Which of the following zone is characterized by macrophages and osteoclasts?,Zone of infection,Zone of contamination,Zone of irritation,Zone of stimulation,C,A,0,A,2025-06-08T09:34:30.391660,Dental
721f44cb-907c-46d5-af80-9606cc9e5023,1188,Basically TMJ is a:,Ball and socket joint,Hinge and axis joint,Synovial joint,Diarthrodal joint,D,C,0,C,2025-06-08T09:34:32.022299,Dental
443af13e-78ee-4ce6-8638-353eabbdaccc,1189,Principle secretory cells found in the single layer outlining the pulp (Ourtermost zone of pulp),Fibroblasts,Odontoblast,Ameloblast,Undifferentiated cells,B,B,1,B,2025-06-08T09:34:34.173546,Dental
d462a540-afc7-4f6a-a396-daddb1b5c3ef,1190,Cervical resorption after bleaching is prevented by:,80% alcohol drying immediately after bleaching,Alpha tocopherol applied immediately after bleaching,Sodium perborate + sodium hypochlorite,Sodium perborate + calcium hydroxide,D,D,1,D,2025-06-08T09:34:35.601893,Dental
36438518-ebff-4d1d-8e38-bc47a12fd73e,1191,Thumb sucking is normal during:,The first year of life.,First 2 years of life.,First 3 years of life.,First 4 years of life.,B,B,1,B,2025-06-08T09:34:41.102374,Dental
22692368-7cae-4241-a34d-430e1f2d6322,1192,"According to Weerheijm et al, prevalence of MIH (Molar-Incisor hypomineralisation) :",1.2% to 25.6%,2.4% to 40.2%,6.2% to 48.8%,9.7% to 62.1%,D,C,0,C,2025-06-08T09:34:42.619103,Dental
9f0e80ba-8db5-4118-b33b-1ee12388f92e,1193,Edge angle is the angle between:,Rake face and radial line.,Rake face and clearance face.,Clearance face and tooth structure.,Radial line and clearance face,B,B,1,B,2025-06-08T09:34:44.177925,Dental
e3d1251f-5499-4b03-ac33-07f46f9ed0a9,1194,"In mandibular first molar, extra distal root is known as",Radix paramolaris,Radix entomolaris,Tomt’s root,None of the above,B,A,0,A,2025-06-08T09:34:45.612240,Dental
be37c099-2519-4ebc-a1ff-54ee572c7efe,1195,Girdle like elevation on the lingual surface of anteriors is,Cingulam,Mamelons,Incisal edge,Incisal ridge,A,A,1,A,2025-06-08T09:34:47.179866,Dental
01aad4a6-fa51-4a6e-817c-bfb1b4e05caa,1196,"Good clinical practice is observed in all phases of clinical trials, EXCEPT?",Preclinical,Phase I,Phase II,Phase V,A,D,0,D,2025-06-08T09:34:48.732072,Dental
ca18934a-89fc-41b3-ae63-1cfd465fdc87,1197,Chroma is;,Intensity of colour,Translucency of enamel,Translucency of enamel & dentin,None of the above,A,A,1,A,2025-06-08T09:34:51.389776,Dental
78229bbb-46c9-4a15-9773-055a1d9a168b,1198,Smallest mesiodistal diameter is seen in,Deciduous lower central incisor,Permanent lower central incisor,Deciduous upper lateral incisor,Permanent upper lateral incisor,A,A,1,A,2025-06-08T09:34:53.049502,Dental
7e16d363-708e-4d43-9c1f-f80035a742ac,1199,Anchoring fibres of lamina densa contains:,Type 2 collagen.,Type 4 collagen.,Type 6 collagen.,Type 7 collagen.,D,D,1,D,2025-06-08T09:34:55.326741,Dental
ec574186-1faf-42e4-bc0c-e77de618eb5a,1200,Occurrence of malocclusion in given population is best described as:,Prevalence rate,Incidence rate,Morbidity,Probability,A,A,1,A,2025-06-08T09:34:56.950385,Dental
c5056549-6113-4a46-ba07-180748774819,1201,Which among the following is used for sharpening of both stainless steel and carbon steel instrument:,Arkansas.,Silicon carbide.,Alumina.,Diamond.,D,B,0,B,2025-06-08T09:34:59.078239,Dental
cf896f14-eda0-4cf0-8ff8-d038501dbdf7,1202,The initial pulpal response to any insult is:,Necrosis,Ulceration,Calcification,Inflammation,D,D,1,D,2025-06-08T09:35:00.693291,Dental
165c772a-9b32-48fe-b94e-fe949ec9cb9a,1203,Which of the following is ture about afferent nerve fibers of pulp,Parasympathetic post ganglionic,Sympathetic post ganglionic,Parasympathetic pre ganglionic,Sympathetic preganglionic,B,B,1,B,2025-06-08T09:35:02.229042,Dental
60f690e1-518f-42c4-9ddb-acbf65c1731e,1204,Calcification in enamel starts at :,Enamel matrix,Root,CEJ,DEJ,D,D,1,D,2025-06-08T09:35:03.561786,Dental
584f3fe1-af31-4852-9a19-7e41a186d0d4,1205,Mc Spadden compactor is of __________  shape:,Reverse blade of K-file,Reverse blade of H-file,Endosonic instrument,None of the above,B,B,1,B,2025-06-08T09:35:04.994702,Dental
9c621803-2e70-4cbd-8b4a-729370ae6e3c,1206,Tubercle of zukerkandle is seen on,MB on upper and lower primary 1st molar,MB on upper and lower permanent 1st molar,MB on upper Primary 1st molar only,MB on lower primary 1st molar only,A,A,1,A,2025-06-08T09:35:06.767487,Dental
8a32a7c5-cfb7-4d49-9dfb-876850962cd6,1207,All of the following are synthetic sharpening stone except:,Silicon carbide,Alumina,Arkansas,Diamond,C,C,1,C,2025-06-08T09:35:08.498711,Dental
f544aff2-aebb-41fd-97e7-da9dd55cfc23,1208,To remove working side interference reduce:,Guiding cusps,Supporting cusps,Both of the above.,None.,A,A,1,A,2025-06-08T09:35:10.016490,Dental
16e734ad-7969-42f1-8bbe-46cd79dd7bdd,1209,IQ range 90-109 is:,Superior.,Average.,Low average.,Borderline.,B,B,1,B,2025-06-08T09:35:11.548847,Dental
1caf6e69-ee58-47fd-8e04-6f736055365c,1210,All are true about trauma from occlusion except,Trauma to Marginalized gingiva,Reversible,Reduction in height of alveolar crest,No pocket,A,A,1,A,2025-06-08T09:35:13.288818,Dental
089ef90e-8366-4a21-8b67-e9c59cb4c5a6,1211,Mid palatal split following Le-Fort 1 osteotomy is done by moving the maxilla in which direction?,Superior,Inferior,Antero-posterior,Transverse,D,D,1,D,2025-06-08T09:35:14.955052,Dental
4682d46d-f791-48cc-ac4d-b2a73fbb18c4,1212,Which of the following gingival retraction cord is used in hypertensive patient?,Plain retraction cord,Retraction cord with 2% racemic epinephrine,Retraction cord with 8% aluminium chloride,None of the above,C,C,1,C,2025-06-08T09:35:16.668787,Dental
8e2f6880-49c5-47aa-871e-00ae485e9ca9,1213,Tissue conditioners are not used for long as they,Harden in mouth,Are expensive,Are difficult to fabricate,Cause ridge resorption,A,D,0,D,2025-06-08T09:35:18.409052,Dental
b16d89a9-51bf-4317-9363-2f8a6629d68f,1214,Absorption of fluoride in child takes place mainly in,Intestine,Lungs,Oral cavity,Gingiva,A,A,1,A,2025-06-08T09:35:19.919484,Dental
5115d601-c567-4a71-a53a-e4a7facd703b,1215,The diameter of the tip of a periodontal probe is:,0.25 mm,0.75 mm,0.5 mm,1 mm,C,A,0,A,2025-06-08T09:35:21.593872,Dental
5c659945-dd4a-4dbb-ac72-ef8136de66d9,1216,Step back technique is consist of:,2 phases.,3 phases.,4 phases.,None.,A,A,1,A,2025-06-08T09:35:23.116583,Dental
b37ee2ff-4b68-4933-8c63-f8781eb55cde,1217,The odontoblastic layer histologically,Appears 3-5 layer thick.,Is single layer outlining pulp,Is psuedostratified palisade layer,All of the above,D,B,0,B,2025-06-08T09:35:24.654756,Dental
d79a6a3c-0b37-4f9f-aeb9-483298fdb4e2,1218,In anteriors labial surface is formed from,1 lobe,2 lobes,3 lobes,4 lobes,C,A,0,A,2025-06-08T09:35:26.201631,Dental
60a30040-3784-41dc-b81d-be50cde12679,1219,"After planning an implant in lower molar region, patient complains of inability to chew by other teeth on same side. What should be your first step in treating this patient",Reduce the centric fossa,Reduce the supporting cusp,Check the occlusion in centric,None,C,C,1,C,2025-06-08T09:35:27.418276,Dental
62b2a82d-7ad9-4417-8319-645c25d0e5a3,1220,All of the following are true about polymerization shrinkage of composite resin except:,The more surface area of bonded structure causes LESS shrinkage compare to surface area of unbounded structure restoration.,Class-V composite restoration causes. Contraction more than gold restoration,Etching and priming reduces shrinkages,One third (1/3rd) of the enamel involves causes more shrinkage,A,A,1,A,2025-06-08T09:35:28.853826,Dental
6acf9133-6794-4817-b582-d94913c3533b,1221,Chi-square test is used to measure the degree of:,Causal relationships between exposure and effect,Association between two variables,Correlation between two variables,Agreement between two observations,B,B,1,B,2025-06-08T09:35:30.773988,Dental
93645af3-21d4-4a69-bd63-b181635715f4,1222,The cause of bone destruction in juvenile periodontitis is:,Phagocytosis are reduced,Reduced neutrophilic chemotaxis,Decreased host resistance,Highly virulent microorganisms,B,B,1,B,2025-06-08T09:35:32.540671,Dental
9cce1fbe-7ebe-41f3-8c98-1204c6cf99b9,1223,Alginate fillers derived from,Calcium sulphate,Sodium phosphate,Potassium alginate,Diatomaceous earth,D,C,0,C,2025-06-08T09:35:33.850871,Dental
50f76810-3187-472e-b094-3a65749eb76f,1224,Given instrument is known as:,Perry separator,Ferrier double bow separator,Elliot separator,Wood ward separator,C,B,0,B,2025-06-08T09:35:35.610937,Dental
0f037b6e-1a78-40b6-9eed-fbd59fe36618,1225,Apical migration of the epithelial attachment with corresponding recession of the marginal gingiva results in?,A shallow sulcus,Gingival pocket formation,Infrabony pocket formation,Periodontal pocket formation,A,D,0,D,2025-06-08T09:35:37.147726,Dental
da87ee9b-12fc-4091-809b-0c2bb31a6307,1226,"In mechanical trituration of amalgam, what is adversely affected ?",Hardness of filling,Tarnish resistance,Working time,Final gloss of the filling,C,C,1,C,2025-06-08T09:35:38.682743,Dental
697158e5-3b79-4109-b172-66de3346e898,1227,Millennium development goal was adopted in which year?,1977,2000,1984,2004,B,B,1,B,2025-06-08T09:35:40.014708,Dental
692ce83c-b247-4dea-9585-165f1fefa702,1228,Direction of placement of retentive pin holes should be:,Perpendicular to external tooth surface,Parallel to external tooth surface,Parallel to other pins,Never beneath cusps to be restored,B,A,0,A,2025-06-08T09:35:41.447453,Dental
ea94ff5d-e9d2-4ee0-b761-a372ddae0227,1229,"If the interocclusal distance is increased beyond physiologic limits, the patients chief complaint may result from:",A muscular imbalance,An occlusal disharmony in centric,A displacement of the mandibular denture,A displacement of the maxillary denture while yawning,A,A,1,A,2025-06-08T09:35:42.965214,Dental
0be1a1ff-99b1-4ebf-a544-fed28e70f77a,1230,Fracture of gold restoration primarily depends on,Restoration design,Type of alloy,Noble metal & base metal ratio,All of above,A,D,0,D,2025-06-08T09:35:44.329037,Dental
8de6d7b3-c5f9-4c22-b93e-41cf119212f1,1231,"In constructing a fixed partial denture for a patient, the
dentist will use a hygienic pontic. Which of the following
will primarily determine the faciolingual dimension of
the occlusal portion of this pontic?",The length of the pontic,"The masticatory, force of the patient",The position of the opposing contact areas,The width and crestaL position of the edentulous ridge,C,D,0,D,2025-06-08T09:35:45.853132,Dental
0925dd1a-ccd7-4cc2-acf9-2f679313314c,1232,"In treating a tooth with a nonvital pulp and a sinus, the
sinus should be treated as follows:",No special treatment,Cauterisation,Curettage of sinus,Use of cautery to eliminate the sinus,A,A,1,A,2025-06-08T09:35:47.182187,Dental
f36fdc01-6a54-4fef-967b-d3ba892bb02a,1233,Pain and sensitivity in a tooth with onlay after 4 months is due to:,Supra occlusion,Gingivitis,Infra occlusion,None of the above,A,A,1,A,2025-06-08T09:35:51.111789,Dental
929e25da-3a7d-4530-95e2-7b3b8e95685d,1234,The only tissue - borne functional appliance is,Activator,Bionator,Twin block,Frankel,D,A,0,A,2025-06-08T09:35:52.916244,Dental
608ee01c-9e31-4688-a5b3-eaab8ca54795,1235,Incomplete casting is the result of:,More porous investment in the mould,Narrow sprue diameter,Hollow sprue pin,Large reservoir,B,A,0,A,2025-06-08T09:35:54.551213,Dental
